gen	invalid	min_train	min_test	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	best_ind_used_codons	avg_used_codons	structural_diversity	fitness_diversity
0	0	0.19409592781490792	nan	3	130.35120643431637	1	30.155495978552278	3	8.120643431635388	2	87.0107238605898	0.63	0.44756277695716395
1	164	0.19409592781490792	nan	103	205.29794520547946	1	15.626712328767123	3	9.332191780821917	2	43.55821917808219	0.47	0.3293943870014771
2	164	0.19171733344780048	nan	422	212.531561461794	13	13.574750830564785	12	9.352159468438538	38	37.11295681063123	0.466	0.3205317577548006
3	173	0.19171733344780048	nan	422	198.95302013422818	13	9.778523489932885	12	7.855704697986577	38	25.90268456375839	0.416	0.29246676514032494
4	156	0.12921233578087918	nan	25	185.1375	3	7.046875	7	6.71875	9	18.35625	0.382	0.26440177252584934
5	173	0.12921233578087918	nan	25	171.5303514376997	3	6.533546325878595	7	6.584664536741214	9	16.766773162939298	0.346	0.24224519940915806
6	176	0.11606951721976896	nan	102	156.01592356687897	2	7.06687898089172	5	6.7993630573248405	5	18.171974522292995	0.356	0.24372230428360414
7	164	0.07759824029340609	nan	65	126.4969696969697	3	5.7272727272727275	8	6.296969696969697	9	14.251515151515152	0.326	0.22451994091580502
8	156	0.07695543676871602	nan	14	114.15430267062314	3	4.801186943620178	8	5.801186943620178	9	11.735905044510385	0.33	0.23042836041358936
9	150	0.05295960370338299	nan	20	108.57863501483679	3	4.626112759643917	8	5.863501483679525	9	11.507418397626113	0.33	0.2363367799113737
10	156	0.05295960370338299	nan	10	106.0	3	4.548672566371682	8	5.657817109144543	9	10.949852507374631	0.328	0.2274741506646972
11	160	0.05295960370338299	nan	10	103.04477611940298	3	4.856716417910448	8	6.002985074626865	9	12.328358208955224	0.34	0.23190546528803546
12	155	0.04990483024039525	nan	102	82.67159763313609	2	4.396449704142012	5	5.813609467455621	5	11.04733727810651	0.346	0.23929098966026588
13	181	0.04990483024039525	nan	14	89.09463722397476	2	4.55205047318612	5	5.785488958990536	5	11.031545741324921	0.334	0.2274741506646972
14	157	0.04990483024039525	nan	102	87.32432432432432	2	4.435435435435435	5	5.96996996996997	5	10.714714714714715	0.344	0.24519940915805022
15	162	0.04990483024039525	nan	102	97.54819277108433	2	3.9186746987951806	5	5.554216867469879	5	9.063253012048193	0.322	0.2259970457902511
16	154	0.04547933678497902	nan	21	103.90643274853801	4	3.871345029239766	11	5.549707602339181	13	9.102339181286549	0.324	0.21861152141802068
17	149	0.04085460212485315	nan	286	102.8414985590778	3	3.9855907780979827	10	5.556195965417867	11	9.239193083573488	0.36	0.24224519940915806
18	157	0.04085460212485315	nan	286	93.98181818181818	3	3.6606060606060606	10	5.412121212121212	11	8.557575757575757	0.316	0.2171344165435746
19	159	0.04085460212485315	nan	286	91.9214501510574	3	3.6374622356495467	10	5.688821752265861	11	8.782477341389727	0.326	0.21861152141802068
20	166	0.04085460212485315	nan	42	93.53703703703704	3	3.8055555555555554	10	5.966049382716049	11	9.521604938271604	0.318	0.21270310192023634
21	173	0.040059809189074716	nan	89	96.85714285714286	3	3.3229813664596275	11	5.84472049689441	12	8.363354037267081	0.324	0.2259970457902511
22	166	0.040059809189074716	nan	89	93.87425149700599	3	4.616766467065868	11	6.631736526946108	12	11.589820359281438	0.392	0.2658788774002954
23	183	0.040059809189074716	nan	89	82.99358974358974	3	3.7788461538461537	11	6.166666666666667	12	9.586538461538462	0.364	0.24372230428360414
24	196	0.040059809189074716	nan	89	77.21160409556315	3	4.150170648464163	11	6.494880546075085	12	10.358361774744028	0.34	0.23042836041358936
25	185	0.040059809189074716	nan	89	86.814332247557	3	4.859934853420196	11	6.899022801302932	12	12.306188925081432	0.384	0.26292466765140327
26	195	0.037427828905442065	nan	191	94.34983498349835	7	4.772277227722772	22	7.102310231023102	29	12.145214521452145	0.382	0.26440177252584934
27	193	0.037427828905442065	nan	30	83.89261744966443	7	4.37248322147651	22	7.080536912751678	29	11.080536912751677	0.396	0.2673559822747415
28	194	0.037427828905442065	nan	30	88.43234323432343	7	5.557755775577558	22	7.70957095709571	29	13.917491749174918	0.41	0.28360413589364847
29	190	0.03654796908231464	nan	111	89.8125	7	6.5131578947368425	24	8.180921052631579	34	16.049342105263158	0.418	0.2880354505169867
30	190	0.03654796908231464	nan	111	88.16556291390728	7	5.5927152317880795	24	8.281456953642385	34	14.427152317880795	0.44	0.30576070901033975
31	184	0.03654796908231464	nan	111	85.41346153846153	7	5.766025641025641	24	8.342948717948717	34	14.974358974358974	0.458	0.3175775480059084
32	189	0.03654796908231464	nan	111	82.74418604651163	7	5.794019933554817	24	8.093023255813954	34	14.774086378737541	0.4	0.2791728212703102
33	183	0.036012581247676916	nan	83	86.16932907348243	9	5.952076677316294	24	8.36741214057508	39	15.65814696485623	0.43	0.30428360413589367
34	169	0.036007497753173585	nan	74	76.79320987654322	9	5.160493827160494	22	7.574074074074074	36	13.20679012345679	0.404	0.2776957163958641
35	161	0.036007497753173585	nan	74	72.16467065868264	9	5.31437125748503	22	8.251497005988025	36	14.155688622754491	0.43	0.30132939438700146
36	186	0.036007497753173585	nan	74	73.17263843648209	9	4.4397394136807815	22	7.785016286644951	36	11.964169381107492	0.384	0.27326440177252587
37	175	0.036007497753173585	nan	74	72.20307692307692	9	5.470769230769231	22	9.126153846153846	36	14.990769230769232	0.436	0.310192023633678
38	193	0.036007497753173585	nan	74	72.87622149837134	9	5.501628664495114	22	9.29315960912052	36	14.941368078175897	0.434	0.310192023633678
39	201	0.036007497753173585	nan	74	70.98657718120805	9	5.751677852348993	22	9.848993288590604	36	16.073825503355703	0.43	0.30576070901033975
40	182	0.036007497753173585	nan	74	75.2347266881029	9	5.581993569131833	22	9.52411575562701	36	15.836012861736334	0.444	0.3175775480059084
41	183	0.036007497753173585	nan	74	68.65594855305466	9	4.414790996784566	22	8.39871382636656	36	12.459807073954984	0.408	0.2821270310192024
42	189	0.036007497753173585	nan	74	67.66996699669967	9	5.366336633663367	22	9.211221122112212	36	15.085808580858085	0.442	0.30576070901033975
43	182	0.036007497753173585	nan	74	67.31948881789137	9	5.613418530351438	22	9.361022364217252	36	15.613418530351439	0.458	0.3205317577548006
44	204	0.036007497753173585	nan	74	62.53082191780822	9	4.955479452054795	22	8.886986301369863	36	13.95890410958904	0.418	0.2880354505169867
45	214	0.03590620105972354	nan	70	61.283687943262414	9	5.627659574468085	22	9.24822695035461	34	15.549645390070921	0.422	0.2968980797636632
46	222	0.03590620105972354	nan	70	60.391941391941394	9	5.597069597069597	22	9.142857142857142	34	15.542124542124542	0.432	0.2998522895125554
47	231	0.032737974655380774	nan	118	61.7940074906367	24	5.775280898876405	35	8.887640449438202	79	15.569288389513108	0.402	0.28360413589364847
48	237	0.032737974655380774	nan	118	64.5576923076923	24	5.369230769230769	35	9.115384615384615	79	14.834615384615384	0.41	0.29098966026587886
49	252	0.032737974655380774	nan	118	65.17283950617283	24	5.757201646090535	35	8.979423868312757	79	15.621399176954732	0.37	0.2614475627769572
50	241	0.032737974655380774	nan	118	69.03501945525292	24	6.058365758754864	35	8.785992217898833	79	16.023346303501945	0.374	0.27031019202363366
