gen	invalid	min_train	min_test	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	best_ind_used_codons	avg_used_codons	structural_diversity	fitness_diversity
0	0	0.26716249132177045	nan	306	185.36460554371	63	42.17697228144989	13	8.7590618336887	204	123.682302771855	0.802	0.3906093906093906
1	127	0.2427200489340879	nan	347	171.76111111111112	6	15.972222222222221	8	9.280555555555555	16	44.641666666666666	0.564	0.27472527472527475
2	135	0.16124433950335684	nan	308	173.9832402234637	21	13.441340782122905	13	8.502793296089385	54	36.79050279329609	0.538	0.2647352647352647
3	142	0.16124433950335684	nan	308	165.7909604519774	21	13.44915254237288	13	9.251412429378531	54	36.333333333333336	0.552	0.27172827172827174
4	131	0.13424237004244013	nan	503	154.55616438356165	23	10.824657534246576	14	9.07945205479452	54	28.915068493150685	0.576	0.2827172827172827
5	119	0.13424237004244013	nan	503	160.85488126649076	23	10.232189973614776	14	9.242744063324539	54	27.076517150395777	0.63	0.3076923076923077
6	139	0.13424237004244013	nan	503	166.76256983240222	23	11.312849162011172	14	10.067039106145252	54	29.40223463687151	0.61	0.2977022977022977
7	127	0.12505061711990742	nan	299	157.2741935483871	4	10.459677419354838	7	10.03494623655914	10	27.293010752688172	0.674	0.32867132867132864
8	124	0.1053242981890045	nan	314	176.6010781671159	9	11.393530997304582	11	10.61455525606469	23	29.644204851752022	0.69	0.33966033966033965
9	111	0.10296988058026554	nan	173	192.60313315926894	33	11.347258485639687	16	10.556135770234986	82	29.177545691906005	0.704	0.34665334665334663
10	116	0.10296988058026554	nan	173	212.3324607329843	33	11.842931937172775	16	10.769633507853403	82	29.403141361256544	0.702	0.34465534465534464
11	123	0.10296988058026554	nan	173	211.74202127659575	33	12.162234042553191	16	10.702127659574469	82	30.19148936170213	0.696	0.3386613386613387
12	120	0.10277007481356584	nan	68	216.026525198939	27	12.564986737400531	15	10.750663129973475	61	31.20689655172414	0.698	0.3356643356643357
13	107	0.09346717677540232	nan	350	222.49616368286445	40	12.552429667519181	22	10.636828644501279	96	30.465473145780052	0.736	0.3546453546453546
14	118	0.09346717677540232	nan	350	217.3842105263158	40	13.202631578947368	22	10.602631578947369	96	31.607894736842105	0.704	0.34165834165834164
15	121	0.09319372577740295	nan	64	216.82841823056302	26	12.908847184986595	14	10.319034852546917	55	30.431635388739945	0.706	0.34565434565434566
16	138	0.09319372577740295	nan	64	210.0	26	13.139275766016713	14	10.434540389972145	55	31.362116991643454	0.686	0.3276723276723277
17	149	0.09319372577740295	nan	64	204.37249283667623	26	12.160458452722063	14	9.87679083094556	55	28.415472779369626	0.652	0.31368631368631367
18	130	0.09319372577740295	nan	64	203.16032608695653	26	13.013586956521738	14	10.293478260869565	55	30.05163043478261	0.7	0.3386613386613387
19	132	0.09319372577740295	nan	64	203.06267029972753	26	12.389645776566757	14	9.893732970027248	55	28.365122615803816	0.7	0.33666333666333664
20	110	0.09319372577740295	nan	64	218.46373056994818	26	13.259067357512953	14	10.196891191709845	55	30.326424870466322	0.72	0.3436563436563437
21	117	0.09319372577740295	nan	64	216.95549738219896	26	13.348167539267015	14	10.329842931937172	55	30.74869109947644	0.712	0.34765234765234765
22	101	0.09319372577740295	nan	64	217.39698492462313	26	12.442211055276381	14	10.153266331658292	55	28.329145728643216	0.746	0.36663336663336665
