gen	invalid	min_train	min_test	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	best_ind_used_codons	avg_used_codons	structural_diversity	fitness_diversity
0	0	0.01347359528906067	nan	10	195.41520467836258	3	45.10818713450293	6	9.47953216374269	7	130.41228070175438	0.602	13.666666666666666
1	202	0.01304166219046854	nan	86	207.62053571428572	3	16.450892857142858	7	9.861607142857142	11	46.232142857142854	0.382	8.761904761904763
2	217	0.008756029355830752	nan	20	187.95391705069125	7	12.276497695852534	7	8.741935483870968	15	33.62672811059908	0.358	8.238095238095237
3	227	0.008756029355830752	nan	20	166.72946859903382	7	9.193236714975846	7	8.280193236714975	15	24.231884057971016	0.324	7.333333333333333
4	235	0.008756029355830752	nan	20	157.35175879396985	7	8.71356783919598	7	8.010050251256281	15	22.100502512562816	0.302	6.904761904761905
5	236	0.008756029355830752	nan	20	142.74193548387098	7	8.408602150537634	7	8.161290322580646	15	21.811827956989248	0.286	6.523809523809524
6	264	0.008756029355830752	nan	20	124.89221556886227	7	7.2155688622754495	7	7.6706586826347305	15	18.323353293413174	0.254	5.714285714285714
7	280	0.003916483909412349	nan	157	120.63291139240506	5	7.69620253164557	6	8.082278481012658	12	19.436708860759495	0.24	5.333333333333333
8	281	0.003916483909412349	nan	157	122.38356164383562	5	8.643835616438356	6	8.191780821917808	12	21.575342465753426	0.23	5.285714285714286
9	283	0.003916483909412349	nan	157	98.38157894736842	5	8.131578947368421	6	8.138157894736842	12	19.894736842105264	0.212	4.857142857142857
10	285	0.003916483909412349	nan	157	85.9645390070922	5	6.290780141843972	6	7.23404255319149	12	15.26950354609929	0.182	4.190476190476191
11	294	0.003916483909412349	nan	157	91.77536231884058	5	6.659420289855072	6	7.681159420289855	12	16.108695652173914	0.194	4.523809523809524
12	301	0.003916483909412349	nan	157	94.67647058823529	5	6.595588235294118	6	7.838235294117647	12	15.830882352941176	0.21	4.666666666666667
13	316	0.003916483909412349	nan	157	114.99242424242425	5	8.219696969696969	6	8.136363636363637	12	19.439393939393938	0.212	4.714285714285714
14	311	0.003916483909412349	nan	157	115.1923076923077	5	6.2615384615384615	6	7.3076923076923075	12	14.907692307692308	0.188	4.190476190476191
15	322	0.003073609892276896	nan	170	102.375	8	6.275	11	7.1	23	14.708333333333334	0.172	4.0
16	322	0.003073609892276896	nan	170	107.07317073170732	8	7.276422764227642	11	7.634146341463414	23	16.788617886178862	0.19	4.428571428571429
17	337	0.003073609892276896	nan	170	113.46218487394958	8	8.579831932773109	11	7.873949579831932	23	19.764705882352942	0.188	4.285714285714286
18	336	0.003073609892276896	nan	170	113.42276422764228	8	6.878048780487805	11	7.130081300813008	23	15.560975609756097	0.18	4.238095238095238
19	333	0.003073609892276896	nan	170	111.57391304347826	8	6.756521739130434	11	7.539130434782609	23	16.130434782608695	0.156	3.5714285714285716
20	323	0.003073609892276896	nan	170	99.53571428571429	8	7.321428571428571	11	8.1875	23	17.758928571428573	0.178	4.095238095238095
21	340	0.003073609892276896	nan	170	109.5	8	6.5181818181818185	11	7.181818181818182	23	15.236363636363636	0.152	3.5238095238095237
22	342	0.002405000136753266	nan	167	96.55238095238096	9	7.057142857142857	10	7.3238095238095235	20	16.114285714285714	0.148	3.380952380952381
23	323	0.002405000136753266	nan	167	107.70491803278688	9	7.090163934426229	10	7.950819672131147	20	16.737704918032787	0.182	4.142857142857143
24	328	0.002405000136753266	nan	167	108.86725663716814	9	7.176991150442478	10	7.769911504424779	20	16.327433628318584	0.174	3.9047619047619047
25	318	0.002405000136753266	nan	167	111.2457627118644	9	6.016949152542373	10	7.245762711864407	20	13.652542372881356	0.178	4.0
26	326	0.002405000136753266	nan	167	99.07692307692308	9	6.478632478632479	10	7.410256410256411	20	14.991452991452991	0.178	4.0476190476190474
27	339	0.002405000136753266	nan	167	109.22330097087378	9	6.601941747572815	10	7.485436893203883	20	14.757281553398059	0.148	3.3333333333333335
28	331	0.002405000136753266	nan	167	122.84482758620689	9	8.448275862068966	10	7.827586206896552	20	18.301724137931036	0.17	3.9047619047619047
29	334	0.002405000136753266	nan	167	133.4959349593496	9	9.56910569105691	10	9.178861788617887	20	22.073170731707318	0.204	4.666666666666667
30	341	0.002405000136753266	nan	167	130.17948717948718	9	8.239316239316238	10	8.256410256410257	20	18.427350427350426	0.176	4.095238095238095
31	360	0.002405000136753266	nan	167	125.38888888888889	9	7.805555555555555	10	7.694444444444445	20	17.48148148148148	0.15	3.5238095238095237
32	373	0.002405000136753266	nan	167	95.43023255813954	9	5.988372093023256	10	6.686046511627907	20	13.790697674418604	0.122	2.8095238095238093
33	374	0.002405000136753266	nan	167	103.05952380952381	9	8.511904761904763	10	7.976190476190476	20	18.928571428571427	0.134	3.142857142857143
34	343	0.002405000136753266	nan	167	122.95192307692308	9	9.278846153846153	10	8.403846153846153	20	21.25	0.16	3.761904761904762
35	341	0.002405000136753266	nan	167	109.13253012048193	9	6.554216867469879	10	6.63855421686747	20	14.156626506024097	0.108	2.5238095238095237
36	349	0.002405000136753266	nan	167	116.93877551020408	9	7.346938775510204	10	7.36734693877551	20	16.29591836734694	0.138	3.1904761904761907
37	340	0.002405000136753266	nan	167	109.96078431372548	9	7.676470588235294	10	7.598039215686274	20	17.323529411764707	0.144	3.238095238095238
38	355	0.002405000136753266	nan	167	138.4390243902439	9	8.121951219512194	10	7.073170731707317	20	17.79268292682927	0.108	2.380952380952381
39	342	0.002405000136753266	nan	167	108.95294117647059	9	8.552941176470588	10	8.058823529411764	20	19.152941176470588	0.116	2.5238095238095237
